,unique_songs,counts
8284,Culture Beat__Mr. Vain Recall - Radio Edit,138
8285,The Clash__White Riot,138
8286,Nirvana__Tourette's,138
8287,The Temper Trap__Down River,138
8288,The Chemical Brothers__Another World,138
8289,Ingrid Michaelson__Keep Breathing,138
8290,Twin Shadow__Run My Heart,138
8291,Joy Division__Digital,138
8292,Metallica__All Nightmare Long,138
8293,Dire Straits__Lady Writer,138
8294,2Pac__California Love - Original Version (Explicit),138
8295,Queens Of The Stone Age__First It Giveth,138
8296,Avenged Sevenfold__Beast And The Harlot,138
8297,Chris Brown__Run It!,138
8298,Noosa__Walk On By,137
8299,Miles Kane__Don't Forget Who You Are,137
8300,"ABBA__Money, Money, Money",137
8301,The Rolling Stones__Shine A Light,137
8302,alt-J__Hand-Made,137
8303,Flume__Sleepless,137
8304,Childish Gambino__I. crawl,137
8305,D'Angelo__Till It's Done (Tutu),137
8306,The Weeknd__D.D.,137
8307,The Black Keys__I’m Not The One,137
8308,Elton John__Don't Let The Sun Go Down On Me,137
8309,Radiohead__Myxomatosis,137
8310,Banks__Before I Ever Met You,137
8311,Electric Guest__American Daydream,137
8312,Modern Talking__Brother Louie,137
8313,Paolo Nutini__Scream (Funk My Life Up),137
8314,Kaiser Chiefs__The Angry Mob,137
8315,Depeche Mode__Precious,137
8316,311__Beautiful Disaster,137
8317,Little Dragon__Nightlight,137
8318,Dirty Projectors__About to Die,137
8319,The Who__Baba O'Riley - Remixed Version,137
8320,Electric Light Orchestra__Sweet Talkin' Woman,137
8321,Cypress Hill__(Rock) Superstar - Explicit LP Version,137
8322,Boyz II Men__On Bended Knee,137
8323,The Smiths__How Soon Is Now?,137
8324,The Civil Wars__C'est la Mort,137
8325,Veruca Salt__Seether,137
8326,Elliott Smith__Between The Bars,137
8327,Pantera__I'm Broken,137
8328,P!nk__Dear Mr. President,137
8329,Elton John__Can You Feel The Love Tonight,137
8330,Miike Snow__The Wave,137
8331,Echo And The Bunnymen__Bring On The Dancing Horses,137
8332,Franz Ferdinand__Can't Stop Feeling,137
8333,Panic! At The Disco__Time To Dance,137
8334,Sublime__Doin' Time,137
8335,Supersubmarina__Chas! Y Aparezco A Tu Lado,137
8336,Motörhead__Ace of Spades,137
8337,Wale__Lotus Flower Bomb - feat. Miguel,137
8338,Kings Of Leon__On the Chin,137
8339,Robin Schulz__Headlights (feat. Ilsey),137
8340,Fall Out Boy__Rat A Tat,137
8341,Simon & Garfunkel__El Condor Pasa (If I Could),137
8342,White Zombie__Thunder Kiss '65,137
8343,Washed Out__Don't Give Up,137
8344,OneRepublic__Life In Color,137
8345,The All-American Rejects__It Ends Tonight,137
8346,Eminem__My Dad's Gone Crazy,137
8347,Feist__Caught A Long Wind,137
8348,Method Man__Bring The Pain,137
8349,Metric__Artificial Nocturne,137
8350,Phoenix__Long Distance Call,137
8351,Dave Matthews Band__What Would You Say,137
8352,Drake__The Ride,137
8353,Yann Tiersen__La valse des vieux os,137
8354,Robbie Williams__Supreme,137
8355,Metallica__The God That Failed,137
8356,Yeah Yeah Yeahs__Hysteric,137
8357,John Legend__P.D.A. (We Just Don't Care),137
8358,Mecano__Hoy No Me Puedo Levantar,137
8359,John Mayer__I Will Be Found (Lost At Sea),137
8360,John Mayer__Stop This Train - Live at the Nokia Theatre,137
8361,La Oreja de Van Gogh__La Playa,137
8362,John Travolta__Summer Nights,137
8363,Muse__Hoodoo,137
8364,FKA twigs__Give Up,137
8365,The 1975__M.O.N.E.Y.,137
8366,Nicki Minaj__The Night Is Still Young,137
8367,OneRepublic__Au Revoir,137
8368,Zoé__Luna,137
8369,Massive Attack__Risingson,137
8370,Death Cab for Cutie__Lightness,137
8371,High Highs__Open Season,137
8372,Billy Joel__New York State of Mind,137
8373,Love of Lesbian__Los toros en la Wii - Fantástico,137
8374,Passion Pit__Eyes As Candles,137
8375,311__All Mixed Up,137
8376,Led Zeppelin__Out On The Tiles,137
8377,Pixies__Velouria,137
8378,Maná__Clavado en un bar,137
8379,Groove Armada__I See You Baby - Fatboy Slim Radio Edit,137
8380,David Bowie__Space Oddity - 1999 Digital Remaster,137
8381,Fischerspooner__Never Win,137
8382,Roots Manuva__Witness (1 Hope),137
8383,Bobby Caldwell__What You Won't Do For Love,137
8384,Porter Robinson__Spitfire,137
8385,Damon Albarn__Heavy Seas Of Love,137
8386,Blue__Sorry Seems To Be The Hardest Word - Feat. Elton John,137
8387,Pink Floyd__Learning To Fly - 2011 Remastered Version,137
8388,Björk__Army Of Me,137
8389,Estopa__La Raja De Tu Falda,136
8390,Pendulum__Granite,136
8391,Joni Mitchell__California,136
8392,Dead by April__Losing You,136
8393,St. Lucia__Before The Dive,136
8394,Eminem__Square Dance,136
8395,The Cramps__Human Fly,136
8396,Avicii__Levels,136
8397,Dean Martin__Let It Snow! Let It Snow! Let It Snow!,136
8398,Mat Kearney__Sooner Or Later,136
8399,Major Lazer__Come On To Me (feat. Sean Paul),136
8400,Santana__Samba Pa Ti,136
8401,Sky Ferreira__I Blame Myself,136
8402,Elton John__Sorry Seems To Be The Hardest Word,136
8403,Queen__I Want To Break Free,136
8404,Queen__Innuendo - Remastered 2011,136
8405,Flight Facilities__Crave You (feat. Giselle) [Radio Edit],136
8406,Fun.__All The Pretty Girls,136
8407,2 Chainz__Feds Watching,136
8408,Justice__Helix,136
8409,Thin Lizzy__Dancing In The Moonlight (It's Caught Me In It's Spotlight),136
8410,Skrillex__Breakn' A Sweat - Zedd Remix,136
8411,"The Killers__Goodnight, Travel Well",136
8412,Shawn Mullins__Lullaby,136
8413,The Kooks__See The Sun,136
8414,Fito y Fitipaldis__Soldadito marinero,136
8415,The Killers__Tranquilize,136
8416,James Blunt__High,136
8417,Chicago__Saturday In The Park - Remastered Version,136
8418,U2__Sunday Bloody Sunday - Remastered,136
8419,Soundgarden__My Wave,136
8420,Jamiroquai__You Give Me Something,136
8421,Passion Pit__On My Way,136
8422,Ellie Goulding__Stay Awake,136
8423,Marky Mark And The Funky Bunch__Good Vibrations,136
8424,Passion Pit__Where We Belong,136
8425,Deep Purple__Child In Time,136
8426,Yeah Yeah Yeahs__Cheated Hearts,136
8427,The Kooks__Forgive & Forget,136
8428,Paolo Nutini__These Streets,136
8429,Jhene Aiko__Stay Ready (What A Life),136
8430,Jason Mraz__Butterfly,136
8431,Neutral Milk Hotel__King of Carrot Flowers Pt. 1,136
8432,Brandon Flowers__Only The Young,136
8433,Steve Winwood__Higher Love - Single Version,136
8434,M83__Midnight City [Eric Prydz Private Remix] - Eric Prydz Private Remix,136
8435,Junip__Far Away,136
8436,Paramore__Feeling Sorry,136
8437,Pharrell Williams__Gush,136
8438,The Shins__A Comet Appears,136
8439,Arctic Monkeys__The Jeweller's Hands,136
8440,Black Sabbath__Children Of The Grave,136
8441,Spiritualized__Hey Jane,136
8442,Shakira__La La La (Brasil 2014),136
8443,The Doors__Touch Me,136
8444,Ella Fitzgerald__Cheek To Cheek,136
8445,Taylor Swift__White Horse,136
8446,Liquido__Narcotic - Radio Edit,136
8447,The Temptations__Papa Was A Rollin' Stone,136
8448,Iggy Pop__Search And Destroy,136
8449,Ra Ra Riot__Boy,136
8450,P!nk__Get The Party Started,136
8451,Mr. Probz__Nothing Really Matters - Afrojack Remix Radio Edit,136
8452,Jack White__Alone In My Home,136
8453,Drake__Cameras / Good Ones Go Interlude,136
8454,The Strokes__Welcome To Japan,136
8455,INXS__Suicide Blonde,136
8456,King__Love & Pride,136
8457,The Stone Roses__I Wanna Be Adored,136
8458,Bloc Party__Signs,136
8459,Sade__The Sweetest Taboo - Remastered,136
8460,Radiohead__A Wolf At The Door,136
8461,Christopher Cross__Sailing,136
8462,Heartless Bastards__Only For You,136
8463,Imogen Heap__First Train Home,136
8464,The Velvet Underground__Femme Fatale,136
8465,Radiohead__Bodysnatchers,136
8466,Raphael__Mi Gran Noche,136
8467,Jagwar Ma__The Throw,136
8468,PJ Harvey__Good Fortune,136
8469,Volbeat__I Only Wanna Be With You,136
8470,Yann Tiersen__Le banquet,136
8471,Yuna__Lullabies,136
8472,The Smiths__Shakespeare's Sister (2008 Remastered Version),136
8473,"Glee Cast__Baby, It's Cold Outside (Glee Cast Version)",136
8474,Kurt Vile__KV Crimes,136
8475,Beyoncé__Smash Into You,136
8476,Blue Oyster Cult__Godzilla,136
8477,Sabrina__Boys (Summertime Love),136
8478,Red Hot Chili Peppers__Dosed,136
8479,Radiohead__Like Spinning Plates,136
8480,Rockwell__Somebody's Watching Me - Single Version,136
8481,Years & Years__Real,135
8482,Flume__Insane,135
8483,Rihanna__Diamonds - Remix,135
8484,Cut Copy__Blink And You'll Miss A Revolution,135
8485,Deftones__Sextape,135
8486,Linkin Park__Hands Held High,135
8487,The Postal Service__Natural Anthem,135
8488,David Bowie__Starman (1997 Remastered),135
8489,Billie Holiday__Strange Fruit,135
8490,A$AP Rocky__Purple Swag,135
8491,Discovery__Osaka Loop Line,135
8492,Stateless__Bloodstream,135
8493,"N Sync__Merry Christmas, Happy Holidays",135
8494,Sly & The Family Stone__If You Want Me To Stay,135
8495,The Sugarhill Gang__Rappers Delight,135
8496,Prince & The New Power Generation [with Eric Leeds on Flute]__Gett Off ( LP Version),135
8497,St. Vincent__Year Of The Tiger,135
8498,Tom Jones__Delilah,135
8499,Metallica__Hit The Lights,135
8500,Night Beds__Ramona,135
8501,The Killers__Battle Born,135
8502,John Denver__Annie's Song,135
8503,The Thrills__Big Sur,135
8504,Green Day__Oh Love,135
8505,Madness__Baggy Trousers,135
8506,Damien Rice__My Favourite Faded Fantasy,135
8507,A$AP Rocky__Hell,135
8508,Damien Rice__Older Chests,135
8509,The Band__The Weight - 2000 - Remaster,135
8510,The Kooks__Around Town,135
8511,Guns N' Roses__Estranged,135
8512,Sigur Rós__Svefn - G - Englar,135
8513,Mariah Carey__My All,135
8514,New Found Glory__Hit Or Miss,135
8515,The Mountain Goats__This Year,135
8516,Color Me Badd__I Wanna Sex You Up,135
8517,The Prodigy__Mindfields,135
8518,Marilyn Manson__mOBSCENE,135
8519,Kings Of Leon__Work On Me,135
8520,Lars Winnerbäck__Om du lämnade mig nu,135
8521,The Libertines__Music When The Lights Go Out,135
8522,2Pac__I Get Around,135
8523,Aimee Mann__Save Me,135
8524,The Vaccines__A Lack Of Understanding,135
8525,Led Zeppelin__Friends,135
8526,Kings Of Leon__Arizona,135
8527,The Style Council__Shout To The Top - Full Version,135
8528,Paramore__Looking Up,135
8529,Ace Wilder__Busy Doin' Nothin',135
8530,Amy Winehouse__Addicted,135
8531,Paramore__Misery Business - Acoustic Version,135
8532,David Guetta__Toy Story,135
8533,Eminem__On Fire,135
8534,Newton Faulkner__Dream Catch Me,135
8535,Damian Marley__Road To Zion,135
8536,Pixies__Tame,135
8537,Lenny Kravitz__I'll Be Waiting,135
8538,Five For Fighting__Superman (It's Not Easy),135
8539,Buddy Holly__That'll Be The Day,135
8540,Jimi Hendrix__Castles Made of Sand,135
8541,TLC__Unpretty,135
8542,Best Coast__Our Deal,135
8543,Halestorm__I Miss The Misery,135
8544,Savages__City’s Full,135
8545,Lloyd__Dedication To My Ex (Miss That),135
8546,Sam & Dave__Hold On! I'm A Comin',135
8547,Pearl Jam__Lightning Bolt,135
8548,Ludacris__Get Back,135
8549,Evanescence__Hello,135
8550,P.O.D.__Boom,135
8551,"Bastille__Weight Of Living, Pt. II",135
8552,A Tribe Called Quest__I Left My Wallet in El Segundo,135
8553,Drake__Company,135
8554,Avicii__Canyons,135
8555,David Guetta__Glasgow,135
8556,Loreen__My Heart Is Refusing Me,135
8557,Radio Futura__Enamorado De La Moda Juvenil,135
8558,Los Lobos__La Bamba (45 Version),135
8559,Taylor Swift__Eyes Open,135
8560,Pearl Jam__Dissident,135
8561,Diplo feat. Nicky Da B__Express Yourself (feat. Nicky Da B),135
8562,Bob Dylan__Rainy Day Women #12 & 35,135
8563,Explosions In The Sky__The Birth And Death Of The Day,135
8564,Quadron__Hey Love,135
8565,Trey Songz__Bottoms Up - feat. Nicki Minaj,135
8566,Jake Bugg__Country Song,135
8567,Electric Light Orchestra__Telephone Line,135
8568,Chino & Nacho__Niña Bonita,135
8569,Eels__That Look You Give That Guy,135
8570,Bastille__What Would You Do,135
8571,Tom Petty And The Heartbreakers__Into The Great Wide Open,135
8572,GABRIELLE APLIN__Please Don't Say You Love Me,135
8573,Youssou N'Dour__7 Seconds,135
8574,Jack Ü__Take Ü There (feat. Kiesza),135
8575,How To Dress Well__Words I Don't Remember,135
8576,Cults__Oh My God,135
8577,NOFX__Don't Call Me White,135
8578,deadmau5__Moar Ghosts 'n' Stuff,135
8579,Brand New__Sowing Season (Yeah),135
8580,Chris Medina__What Are Words,134
8581,The Strokes__I Can't Win,134
8582,The Strokes__Happy Ending,134
8583,Ace of Base__Don't Turn Around,134
8584,Death Cab for Cutie__Stable Song,134
8585,Wild Belle__It's Too Late,134
8586,Beck__The Golden Age,134
8587,PJ Harvey__The Glorious Land,134
8588,Manchester Orchestra__Simple Math,134
8589,Hozier__To Be Alone,134
8590,Harold Faltermeyer__Axel F,134
8591,John Mayer__Neon - Live at the Nokia Theatre,134
8592,Metallica__The Thing That Should Not Be,134
8593,Michael Jackson__Leave Me Alone,134
8594,Iron & Wine__Walking Far From Home,134
8595,"Major Lazer, Amber of Dirty Projectors__Get Free",134
8596,Glenn Miller__In The Mood,134
8597,Scissor Sisters__Comfortably Numb,134
8598,Usher__Caught Up,134
8599,Rebecca & Fiona__Bullets - Nause & Adrian Lux Remix Radio,134
8600,INXS__Devil Inside,134
8601,Digable Planets__Rebirth of Slick (Cool Like Dat) - 2005 Digital Remaster,134
8602,Ben Howard__End Of The Affair,134
8603,Gabriel Rios__Gold - Thomas Jack Radio Edit,134
8604,Soundgarden__Jesus Christ Pose,134
8605,Sigma__Changing,134
8606,The Lemonheads__It's A Shame About Ray,134
8607,Violent Femmes__Kiss Off (Remastered Album Version),134
8608,Bombay Bicycle Club__Bad Timing,134
8609,James Blake__Give Me My Month,134
8610,Fink__Yesterday Was Hard On All Of Us,134
8611,Finley Quaye__Even After All,134
8612,Joywave__Tongues,134
8613,Doves__Black and White Town,134
8614,Adele__My Same,134
8615,Bon Iver__Babys,134
8616,Beyoncé__Rather Die Young,134
8617,Sam Sparro__Black & Gold - Marcussen Album Version,134
8618,Pantera__Cemetery Gates - Remastered Version,134
8619,Interpol__Untitled,134
8620,Daddy Yankee__Lovumba,134
8621,Megadeth__Holy Wars...The Punishment Due - 2004 Digital Remaster,134
8622,Michael Bublé__Michael's Christmas Greeting,134
8623,Lykke Li__Just Like A Dream,134
8624,Los Delinquentes__La Primavera Trompetera,134
8625,Story Of The Year__Until The Day I Die,134
8626,DJ Khaled__Take It To The Head,134
8627,Counting Crows__Rain King,134
8628,Banks__Change,134
8629,Katy Perry__Who Am I Living For?,134
8630,Vampire Weekend__One (Blake's Got A New Face) (Album),134
8631,London Grammar__Shyer,134
8632,D'Angelo__Brown Sugar,134
8633,J. Cole__G.O.M.D.,134
8634,Flying Lotus__Do The Astral Plane,134
8635,The Human League__Don't You Want Me,134
8636,Oasis__The Importance Of Being Idle,134
8637,Vinnie Paz__End of Days Feat. Block McCloud,134
8638,Kristen Bell__For The First Time In Forever,134
8639,lostprophets__Last Train Home,134
8640,Lipps Inc.__Funky Town,134
8641,Ben Howard__Bones,134
8642,The Police__Walking On The Moon - 2003 Stereo Remastered Version,134
8643,MS MR__Ash Tree Lane,134
8644,D'Angelo__1000 Deaths,134
8645,alt-J__Interlude 3,134
8646,Foo Fighters__Low,134
8647,The Chainsmokers__Kanye,134
8648,Broken Bells__Citizen,134
8649,The Game__Ali Bomaye,134
8650,Danny Romero__Motívate,134
8651,Stereophonics__Have A Nice Day - Decade In The Sun Version,134
8652,Hot Chip__These Chains,134
8653,Jimmy Eat World__Work,134
8654,YACHT__Dystopia (The Earth is on Fire),134
8655,Kate Bush__Babooshka,134
8656,Veruca Salt__Volcano Girls,134
8657,Django Django__Firewater,134
8658,Zac Brown Band__Whatever It Is,134
8659,Dinosaur Jr.__Start Choppin',134
8660,Stevie Wonder__Overjoyed,134
8661,Herman Düne__I Wish That I Could See You Soon,134
8662,Angel Olsen__Forgiven/Forgotten,134
8663,Powerman 5000__When Worlds Collide,134
8664,blink-182__Anthem Part Two,134
8665,Drake__Buried Alive Interlude,134
8666,Death Cab for Cutie__The Ghosts Of Beverly Drive,133
8667,Beyoncé__Haunted,133
8668,Aerosmith__Pink,133
8669,Perfume Genius__Hood,133
8670,Mattafix__Big City Life,133
8671,The National__Gospel,133
8672,Eric B. & Rakim__Don't Sweat The Technique,133
8673,Fences__Arrows (feat. Macklemore & Ryan Lewis),133
8674,Lady Gaga__Bloody Mary,133
8675,Chris Brown__Loyal (East Coast Version),133
8676,Extremoduro__Puta,133
8677,Tame Impala__Alter Ego,133
8678,The Police__Can't Stand Losing You,133
8679,Coldplay__Rainy Day,133
8680,Rob Dougan__Clubbed To Death - Kurayamino Variation,133
8681,Iggy Azalea__Beg For It,133
8682,Bloc Party__Positive Tension,133
8683,Philip George__Wish You Were Mine - Radio Edit,133
8684,Nick Cave & The Bad Seeds__Into My Arms,133
8685,Lana Del Rey__Florida Kilos,133
8686,Aretha Franklin__Son Of A Preacher Man,133
8687,Massive Attack__Girl I Love You,133
8688,Afrojack__Do Or Die - Afrojack vs. THIRTY SECONDS TO MARS Remix,133
8689,"Tyler, The Creator__Domo23",133
8690,Robbie Williams__Millennium,133
8691,The Supremes__You Keep Me Hangin' On,133
8692,Johnny Cash__A Boy Named Sue,133
8693,Robyn__Be Mine!,133
8694,Erik Satie__3 Gymnopédies: Gymnopedie No. 1,133
8695,Father John Misty__True Affection,133
8696,Billy Joel__You May Be Right,133
8697,Whitesnake__Is This Love,133
8698,Pearl Jam__Deep,133
8699,Imogen Heap__Goodnight and Go,133
8700,Robin Stjernberg__You,133
8701,Dr. Alban__It's My Life,133
8702,Pnau__Embrace,133
8703,Nine Inch Nails__Something I Can Never Have,133
8704,The Roots__The Fire,133
8705,"Wilco__Jesus, Etc.",133
8706,Oasis__Acquiesce,133
8707,Basement Jaxx__Romeo,133
8708,The Chemical Brothers__Do It Again - Edit,133
8709,"Four Tops__Reach Out, I'll Be There - Single Version (Mono)",133
8710,"Four Tops__Reach Out, I'll Be There",133
8711,The White Stripes__I Just Don’t Know What To Do With Myself,133
8712,Bill Withers__Use Me,133
8713,SBTRKT__Temporary View,133
8714,The Doors__The Crystal Ship,133
8715,Shakira__Sale el Sol,133
8716,Doves__Kingdom of Rust,133
8717,Surfer Blood__Swim,133
8718,Ja Rule__Mesmerize,133
8719,SBTRKT__Go Bang,133
8720,Röyksopp__Vision One,133
8721,Lionel Richie__Stuck On You,133
8722,The Spencer Davis Group__Gimme Some Lovin' - Single Mix / U.S Version,133
8723,The Cinematic Orchestra__That Home,133
8724,Young the Giant__God Made Man,133
8725,Macklemore & Ryan Lewis__Thin Line (feat. Buffalo Madonna),133
8726,Miranda Lambert__The House That Built Me,133
8727,Love of Lesbian__Noches Reversibles,133
8728,The Weeknd__Kiss Land,133
8729,The Shins__So Says I,133
8730,The Cure__Love Song,133
8731,Ra Ra Riot__Can You Tell,133
8732,Queen__One Vision - Remastered 2011,133
8733,The Dead Weather__I Can't Hear You,133
8734,PJ Harvey__This Is Love,133
8735,Kanye West__Family Business,133
8736,Thirty Seconds To Mars__City Of Angels,133
8737,Avenged Sevenfold__Seize The Day,133
8738,Crystal Castles__Courtship Dating,133
8739,Bear Hands__Giants,133
8740,"The Doors__Hello, I Love You",133
8741,M.I.A.__Bucky Done Gun,133
8742,Kanye West__Addiction,133
8743,Miike Snow__Silvia - Robotberget Remix,133
8744,Wild Nothing__Chinatown,133
8745,Macklemore & Ryan Lewis__Otherside (feat. Fences) [Ryan Lewis Remix],133
8746,Band of Horses__Evening Kitchen,133
8747,J. Cole__Nobody's Perfect,133
8748,She & Him__Little Saint Nick,133
8749,The Vaccines__Blow It Up,133
8750,Bob Marley & The Wailers__Turn Your Lights Down Low,133
8751,St. Paul & The Broken Bones__Call Me,133
8752,DJ Shadow__Organ Donor,133
8753,Ratatat__Lex,133
8754,Run The Jewels__Early (feat. Boots),133
